age_band,sex,pal,kcal_per_day,matched_kcal_level,pyramid_group,subitem,kcal_per_portion,portion_type,portion_low,portion_high,portion_point_estimate
40-44,female,active,2450.0,2400,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
40-44,female,active,2450.0,2400,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
40-44,female,active,2450.0,2400,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
40-44,female,active,2450.0,2400,Grain products & potatoes,(total),,range,11.0,12.0,11.5
40-44,female,active,2450.0,2400,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
40-44,female,active,2450.0,2400,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,5.0,4.0
40-44,female,active,2450.0,2400,Grain products & potatoes,"Potato, sweet potato",75,exact,2.0,2.0,2.0
40-44,female,active,2450.0,2400,Dairy products,(total),110,range,2.0,3.0,2.5
40-44,female,active,2450.0,2400,"Nuts, seeds, oils & fats",(total),,range,7.0,8.0,7.5
40-44,female,active,2450.0,2400,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
40-44,female,active,2450.0,2400,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
40-44,female,active,2450.0,2400,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,4.0,5.0,4.5
40-44,female,active,2450.0,2400,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
40-44,female,active,2450.0,2400,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
40-44,female,active,2450.0,2400,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
40-44,female,active,2450.0,2400,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
40-44,female,active,2450.0,2400,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
40-44,female,active,2450.0,2400,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
45-49,male,sedentary,2350.0,2400,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
45-49,male,sedentary,2350.0,2400,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
45-49,male,sedentary,2350.0,2400,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
45-49,male,sedentary,2350.0,2400,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
45-49,male,sedentary,2350.0,2400,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
45-49,male,sedentary,2350.0,2400,Grain products & potatoes,(total),,range,11.0,12.0,11.5
45-49,male,sedentary,2350.0,2400,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
45-49,male,sedentary,2350.0,2400,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,5.0,4.0
45-49,male,sedentary,2350.0,2400,Grain products & potatoes,"Potato, sweet potato",75,exact,2.0,2.0,2.0
45-49,male,sedentary,2350.0,2400,Dairy products,(total),110,range,2.0,3.0,2.5
45-49,male,sedentary,2350.0,2400,"Nuts, seeds, oils & fats",(total),,range,7.0,8.0,7.5
45-49,male,sedentary,2350.0,2400,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
45-49,male,sedentary,2350.0,2400,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
45-49,male,sedentary,2350.0,2400,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,4.0,5.0,4.5
45-49,male,sedentary,2350.0,2400,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
45-49,male,sedentary,2350.0,2400,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
45-49,male,sedentary,2350.0,2400,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
45-49,male,sedentary,2350.0,2400,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
45-49,male,sedentary,2350.0,2400,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
45-49,male,sedentary,2350.0,2400,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
45-49,male,moderate,2700.0,2800,"Vegetables, fruits & berries",(total),,gte,11.0,,11.0
45-49,male,moderate,2700.0,2800,"Vegetables, fruits & berries",Vegetables,30,gte,6.0,,6.0
45-49,male,moderate,2700.0,2800,"Vegetables, fruits & berries",Legumes,130,exact,0.7,0.7,0.7
45-49,male,moderate,2700.0,2800,"Vegetables, fruits & berries",Fruits,50,gte,3.0,,3.0
45-49,male,moderate,2700.0,2800,"Vegetables, fruits & berries",Berries,50,gte,0.5,,0.5
45-49,male,moderate,2700.0,2800,Grain products & potatoes,(total),,range,12.0,13.0,12.5
45-49,male,moderate,2700.0,2800,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
45-49,male,moderate,2700.0,2800,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,4.0,5.0,4.5
45-49,male,moderate,2700.0,2800,Grain products & potatoes,"Potato, sweet potato",75,range,2.0,3.0,2.5
45-49,male,moderate,2700.0,2800,Dairy products,(total),110,range,3.0,4.0,3.5
45-49,male,moderate,2700.0,2800,"Nuts, seeds, oils & fats",(total),,range,8.0,9.0,8.5
45-49,male,moderate,2700.0,2800,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
45-49,male,moderate,2700.0,2800,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.6,0.6,0.6
45-49,male,moderate,2700.0,2800,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,5.0,6.0,5.5
45-49,male,moderate,2700.0,2800,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
45-49,male,moderate,2700.0,2800,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
45-49,male,moderate,2700.0,2800,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
45-49,male,moderate,2700.0,2800,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
45-49,male,moderate,2700.0,2800,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
45-49,male,moderate,2700.0,2800,"Sweets, snacks & discretionary",(total),40,lte,,5.0,5.0
45-49,male,active,3050.0,3000,"Vegetables, fruits & berries",(total),,gte,11.0,,11.0
45-49,male,active,3050.0,3000,"Vegetables, fruits & berries",Vegetables,30,gte,7.0,,7.0
45-49,male,active,3050.0,3000,"Vegetables, fruits & berries",Legumes,130,exact,0.8,0.8,0.8
45-49,male,active,3050.0,3000,"Vegetables, fruits & berries",Fruits,50,gte,3.0,,3.0
45-49,male,active,3050.0,3000,"Vegetables, fruits & berries",Berries,50,gte,0.6,,0.6
45-49,male,active,3050.0,3000,Grain products & potatoes,(total),,range,13.0,14.0,13.5
45-49,male,active,3050.0,3000,Grain products & potatoes,High-fibre bread/baked goods,75,range,6.0,7.0,6.5
45-49,male,active,3050.0,3000,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,5.0,6.0,5.5
45-49,male,active,3050.0,3000,Grain products & potatoes,"Potato, sweet potato",75,range,2.0,3.0,2.5
45-49,male,active,3050.0,3000,Dairy products,(total),110,range,3.0,4.0,3.5
45-49,male,active,3050.0,3000,"Nuts, seeds, oils & fats",(total),,range,9.0,10.0,9.5
45-49,male,active,3050.0,3000,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
45-49,male,active,3050.0,3000,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.7,0.7,0.7
45-49,male,active,3050.0,3000,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,6.0,7.0,6.5
45-49,male,active,3050.0,3000,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
45-49,male,active,3050.0,3000,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
45-49,male,active,3050.0,3000,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
45-49,male,active,3050.0,3000,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
45-49,male,active,3050.0,3000,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
45-49,male,active,3050.0,3000,"Sweets, snacks & discretionary",(total),40,lte,,5.0,5.0
45-49,female,sedentary,1900.0,2000,"Vegetables, fruits & berries",(total),,gte,7.0,,7.0
45-49,female,sedentary,1900.0,2000,"Vegetables, fruits & berries",Vegetables,30,gte,4.0,,4.0
45-49,female,sedentary,1900.0,2000,"Vegetables, fruits & berries",Legumes,130,exact,0.5,0.5,0.5
45-49,female,sedentary,1900.0,2000,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
45-49,female,sedentary,1900.0,2000,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
45-49,female,sedentary,1900.0,2000,Grain products & potatoes,(total),,range,9.0,10.0,9.5
45-49,female,sedentary,1900.0,2000,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
45-49,female,sedentary,1900.0,2000,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
45-49,female,sedentary,1900.0,2000,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
45-49,female,sedentary,1900.0,2000,Dairy products,(total),110,range,2.0,3.0,2.5
45-49,female,sedentary,1900.0,2000,"Nuts, seeds, oils & fats",(total),,range,5.0,6.0,5.5
45-49,female,sedentary,1900.0,2000,"Nuts, seeds, oils & fats",Nuts,90,range,1.0,2.0,1.5
45-49,female,sedentary,1900.0,2000,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
45-49,female,sedentary,1900.0,2000,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
45-49,female,sedentary,1900.0,2000,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
45-49,female,sedentary,1900.0,2000,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
45-49,female,sedentary,1900.0,2000,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
45-49,female,sedentary,1900.0,2000,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
45-49,female,sedentary,1900.0,2000,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
45-49,female,sedentary,1900.0,2000,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
45-49,female,moderate,2150.0,2200,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
45-49,female,moderate,2150.0,2200,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
45-49,female,moderate,2150.0,2200,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
45-49,female,moderate,2150.0,2200,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
45-49,female,moderate,2150.0,2200,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
45-49,female,moderate,2150.0,2200,Grain products & potatoes,(total),,range,8.0,11.0,9.5
45-49,female,moderate,2150.0,2200,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
45-49,female,moderate,2150.0,2200,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
45-49,female,moderate,2150.0,2200,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
45-49,female,moderate,2150.0,2200,Dairy products,(total),110,range,2.0,3.0,2.5
45-49,female,moderate,2150.0,2200,"Nuts, seeds, oils & fats",(total),,range,6.0,7.0,6.5
45-49,female,moderate,2150.0,2200,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
45-49,female,moderate,2150.0,2200,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
45-49,female,moderate,2150.0,2200,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
45-49,female,moderate,2150.0,2200,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
45-49,female,moderate,2150.0,2200,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
45-49,female,moderate,2150.0,2200,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
45-49,female,moderate,2150.0,2200,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
45-49,female,moderate,2150.0,2200,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
45-49,female,moderate,2150.0,2200,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
45-49,female,active,2450.0,2400,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
45-49,female,active,2450.0,2400,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
45-49,female,active,2450.0,2400,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
45-49,female,active,2450.0,2400,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
45-49,female,active,2450.0,2400,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
45-49,female,active,2450.0,2400,Grain products & potatoes,(total),,range,11.0,12.0,11.5
45-49,female,active,2450.0,2400,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
45-49,female,active,2450.0,2400,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,5.0,4.0
45-49,female,active,2450.0,2400,Grain products & potatoes,"Potato, sweet potato",75,exact,2.0,2.0,2.0
45-49,female,active,2450.0,2400,Dairy products,(total),110,range,2.0,3.0,2.5
45-49,female,active,2450.0,2400,"Nuts, seeds, oils & fats",(total),,range,7.0,8.0,7.5
45-49,female,active,2450.0,2400,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
45-49,female,active,2450.0,2400,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
45-49,female,active,2450.0,2400,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,4.0,5.0,4.5
45-49,female,active,2450.0,2400,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
45-49,female,active,2450.0,2400,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
45-49,female,active,2450.0,2400,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
45-49,female,active,2450.0,2400,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
45-49,female,active,2450.0,2400,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
45-49,female,active,2450.0,2400,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
50-54,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
50-54,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
50-54,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
50-54,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
50-54,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
50-54,male,sedentary,2150.0,2200,Grain products & potatoes,(total),,range,8.0,11.0,9.5
50-54,male,sedentary,2150.0,2200,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
50-54,male,sedentary,2150.0,2200,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
50-54,male,sedentary,2150.0,2200,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
50-54,male,sedentary,2150.0,2200,Dairy products,(total),110,range,2.0,3.0,2.5
50-54,male,sedentary,2150.0,2200,"Nuts, seeds, oils & fats",(total),,range,6.0,7.0,6.5
50-54,male,sedentary,2150.0,2200,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
50-54,male,sedentary,2150.0,2200,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
50-54,male,sedentary,2150.0,2200,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
50-54,male,sedentary,2150.0,2200,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
50-54,male,sedentary,2150.0,2200,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
50-54,male,sedentary,2150.0,2200,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
50-54,male,sedentary,2150.0,2200,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
50-54,male,sedentary,2150.0,2200,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
50-54,male,sedentary,2150.0,2200,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
50-54,male,moderate,2450.0,2400,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
50-54,male,moderate,2450.0,2400,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
50-54,male,moderate,2450.0,2400,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
50-54,male,moderate,2450.0,2400,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
50-54,male,moderate,2450.0,2400,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
50-54,male,moderate,2450.0,2400,Grain products & potatoes,(total),,range,11.0,12.0,11.5
50-54,male,moderate,2450.0,2400,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
50-54,male,moderate,2450.0,2400,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,5.0,4.0
50-54,male,moderate,2450.0,2400,Grain products & potatoes,"Potato, sweet potato",75,exact,2.0,2.0,2.0
50-54,male,moderate,2450.0,2400,Dairy products,(total),110,range,2.0,3.0,2.5
50-54,male,moderate,2450.0,2400,"Nuts, seeds, oils & fats",(total),,range,7.0,8.0,7.5
50-54,male,moderate,2450.0,2400,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
50-54,male,moderate,2450.0,2400,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
50-54,male,moderate,2450.0,2400,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,4.0,5.0,4.5
50-54,male,moderate,2450.0,2400,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
50-54,male,moderate,2450.0,2400,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
50-54,male,moderate,2450.0,2400,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
50-54,male,moderate,2450.0,2400,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
50-54,male,moderate,2450.0,2400,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
50-54,male,moderate,2450.0,2400,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
50-54,male,active,2750.0,2800,"Vegetables, fruits & berries",(total),,gte,11.0,,11.0
50-54,male,active,2750.0,2800,"Vegetables, fruits & berries",Vegetables,30,gte,6.0,,6.0
50-54,male,active,2750.0,2800,"Vegetables, fruits & berries",Legumes,130,exact,0.7,0.7,0.7
50-54,male,active,2750.0,2800,"Vegetables, fruits & berries",Fruits,50,gte,3.0,,3.0
50-54,male,active,2750.0,2800,"Vegetables, fruits & berries",Berries,50,gte,0.5,,0.5
50-54,male,active,2750.0,2800,Grain products & potatoes,(total),,range,12.0,13.0,12.5
50-54,male,active,2750.0,2800,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
50-54,male,active,2750.0,2800,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,4.0,5.0,4.5
50-54,male,active,2750.0,2800,Grain products & potatoes,"Potato, sweet potato",75,range,2.0,3.0,2.5
50-54,male,active,2750.0,2800,Dairy products,(total),110,range,3.0,4.0,3.5
50-54,male,active,2750.0,2800,"Nuts, seeds, oils & fats",(total),,range,8.0,9.0,8.5
50-54,male,active,2750.0,2800,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
50-54,male,active,2750.0,2800,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.6,0.6,0.6
50-54,male,active,2750.0,2800,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,5.0,6.0,5.5
50-54,male,active,2750.0,2800,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
50-54,male,active,2750.0,2800,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
50-54,male,active,2750.0,2800,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
50-54,male,active,2750.0,2800,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
50-54,male,active,2750.0,2800,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
50-54,male,active,2750.0,2800,"Sweets, snacks & discretionary",(total),40,lte,,5.0,5.0
50-54,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",(total),,gte,6.0,,6.0
50-54,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",Vegetables,30,gte,4.0,,4.0
50-54,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",Legumes,130,exact,0.3,0.3,0.3
50-54,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
50-54,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
50-54,female,sedentary,1750.0,1800,Grain products & potatoes,(total),,range,9.0,10.0,9.5
50-54,female,sedentary,1750.0,1800,Grain products & potatoes,High-fibre bread/baked goods,75,range,3.0,4.0,3.5
50-54,female,sedentary,1750.0,1800,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,2.0,3.0,2.5
50-54,female,sedentary,1750.0,1800,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
50-54,female,sedentary,1750.0,1800,Dairy products,(total),110,range,2.0,3.0,2.5
50-54,female,sedentary,1750.0,1800,"Nuts, seeds, oils & fats",(total),,range,5.0,6.0,5.5
50-54,female,sedentary,1750.0,1800,"Nuts, seeds, oils & fats",Nuts,90,range,1.0,2.0,1.5
50-54,female,sedentary,1750.0,1800,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.3,0.3,0.3
50-54,female,sedentary,1750.0,1800,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
50-54,female,sedentary,1750.0,1800,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
50-54,female,sedentary,1750.0,1800,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
50-54,female,sedentary,1750.0,1800,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
50-54,female,sedentary,1750.0,1800,"Fish, eggs & meat",Poultry,80,exact,0.9,0.9,0.9
50-54,female,sedentary,1750.0,1800,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
50-54,female,sedentary,1750.0,1800,"Sweets, snacks & discretionary",(total),40,lte,,3.0,3.0
50-54,female,moderate,2000.0,2000,"Vegetables, fruits & berries",(total),,gte,7.0,,7.0
50-54,female,moderate,2000.0,2000,"Vegetables, fruits & berries",Vegetables,30,gte,4.0,,4.0
50-54,female,moderate,2000.0,2000,"Vegetables, fruits & berries",Legumes,130,exact,0.5,0.5,0.5
50-54,female,moderate,2000.0,2000,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
50-54,female,moderate,2000.0,2000,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
50-54,female,moderate,2000.0,2000,Grain products & potatoes,(total),,range,9.0,10.0,9.5
50-54,female,moderate,2000.0,2000,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
50-54,female,moderate,2000.0,2000,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
50-54,female,moderate,2000.0,2000,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
50-54,female,moderate,2000.0,2000,Dairy products,(total),110,range,2.0,3.0,2.5
50-54,female,moderate,2000.0,2000,"Nuts, seeds, oils & fats",(total),,range,5.0,6.0,5.5
50-54,female,moderate,2000.0,2000,"Nuts, seeds, oils & fats",Nuts,90,range,1.0,2.0,1.5
50-54,female,moderate,2000.0,2000,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
50-54,female,moderate,2000.0,2000,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
50-54,female,moderate,2000.0,2000,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
50-54,female,moderate,2000.0,2000,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
50-54,female,moderate,2000.0,2000,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
50-54,female,moderate,2000.0,2000,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
50-54,female,moderate,2000.0,2000,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
50-54,female,moderate,2000.0,2000,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
50-54,female,active,2250.0,2200,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
50-54,female,active,2250.0,2200,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
50-54,female,active,2250.0,2200,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
50-54,female,active,2250.0,2200,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
50-54,female,active,2250.0,2200,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
50-54,female,active,2250.0,2200,Grain products & potatoes,(total),,range,8.0,11.0,9.5
50-54,female,active,2250.0,2200,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
50-54,female,active,2250.0,2200,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
50-54,female,active,2250.0,2200,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
50-54,female,active,2250.0,2200,Dairy products,(total),110,range,2.0,3.0,2.5
50-54,female,active,2250.0,2200,"Nuts, seeds, oils & fats",(total),,range,6.0,7.0,6.5
50-54,female,active,2250.0,2200,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
50-54,female,active,2250.0,2200,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
50-54,female,active,2250.0,2200,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
50-54,female,active,2250.0,2200,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
50-54,female,active,2250.0,2200,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
50-54,female,active,2250.0,2200,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
50-54,female,active,2250.0,2200,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
50-54,female,active,2250.0,2200,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
50-54,female,active,2250.0,2200,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
55-59,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
55-59,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
55-59,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
55-59,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
55-59,male,sedentary,2150.0,2200,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
55-59,male,sedentary,2150.0,2200,Grain products & potatoes,(total),,range,8.0,11.0,9.5
55-59,male,sedentary,2150.0,2200,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
55-59,male,sedentary,2150.0,2200,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
